# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0032553	ribonucleotide binding	78	8.973271e-1	1.000000e+0	1.000000e+0	4.912226e-1	2.035737e+0	1	2.035737e-1	1.000000e-1	77	8.629852e-1	1.000000e+0	1.000000e+0	5.352347e-1	1.868339e+0	1	1992	6.250000e-2	5.020080e-4	DMR_29	fer
GO Molecular Function	GO:0017076	purine nucleotide binding	79	8.985562e-1	1.000000e+0	1.000000e+0	4.889204e-1	2.045323e+0	1	2.045323e-1	1.000000e-1	78	8.644337e-1	1.000000e+0	1.000000e+0	5.325612e-1	1.877719e+0	1	2002	6.250000e-2	4.995005e-4	DMR_29	fer
GO Molecular Function	GO:0097367	carbohydrate derivative binding	80	9.069435e-1	1.000000e+0	1.000000e+0	4.731097e-1	2.113675e+0	1	2.113675e-1	1.000000e-1	79	8.721472e-1	1.000000e+0	1.000000e+0	5.183216e-1	1.929304e+0	1	2057	6.250000e-2	4.861449e-4	DMR_29	fer
GO Molecular Function	GO:0043168	anion binding	81	9.285034e-1	1.000000e+0	1.000000e+0	4.312557e-1	2.318810e+0	1	2.318810e-1	1.000000e-1	81	8.995103e-1	1.000000e+0	1.000000e+0	4.674211e-1	2.139399e+0	1	2281	6.250000e-2	4.384042e-4	DMR_29	fer
GO Molecular Function	GO:0000166	nucleotide binding	82	9.400459e-1	1.000000e+0	1.000000e+0	4.076858e-1	2.452870e+0	1	2.452870e-1	1.000000e-1	82	9.124781e-1	1.000000e+0	1.000000e+0	4.427689e-1	2.258515e+0	1	2408	6.250000e-2	4.152824e-4	DMR_29	fer
GO Molecular Function	GO:0036094	small molecule binding	83	9.452551e-1	1.000000e+0	1.000000e+0	3.966432e-1	2.521157e+0	1	2.521157e-1	1.000000e-1	83	9.195582e-1	1.000000e+0	1.000000e+0	4.290493e-1	2.330735e+0	1	2485	6.250000e-2	4.024145e-4	DMR_29	fer
#
# Ontology	TermsTested	MinAnnotCount	MaxAnnotCount
#
# GO Molecular Function	1807	1	Inf
