# GREAT version 3.0.0	Species assembly: danRer7	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0007166	cell surface receptor signaling pathway	78	4.696071e-2	1.000000e+0	1.000000e+0	2.767542e+0	1.445326e+0	4	1.204438e-1	3.333333e-1	129	1.939928e-1	1.000000e+0	1.000000e+0	1.961406e+0	1.529515e+0	3	1186	1.363636e-1	2.529511e-3	DMR_14,DMR_2,DMR_23,DMR_82	fgf10a,jag1a,mtnr1ba
GO Biological Process	GO:0044700	single organism signaling	79	4.871063e-2	1.000000e+0	1.000000e+0	2.050273e+0	2.926439e+0	6	2.438699e-1	5.000000e-1	118	1.451027e-1	1.000000e+0	1.000000e+0	1.760693e+0	2.839791e+0	5	2202	2.272727e-1	2.270663e-3	DMR_12,DMR_14,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0048916	posterior lateral line development	80	5.270476e-2	1.000000e+0	1.000000e+0	1.851081e+1	5.402250e-2	1	4.501875e-3	8.333333e-2	54	3.426847e-2	1.000000e+0	1.000000e+0	2.871886e+1	3.482033e-2	1	27	4.545455e-2	3.703704e-2	DMR_23	fgf10a
GO Biological Process	GO:1901360	organic cyclic compound metabolic process	81	5.354003e-2	1.000000e+0	1.000000e+0	2.260566e+0	2.211836e+0	5	1.843196e-1	4.166667e-1	97	9.288309e-2	1.000000e+0	1.000000e+0	2.021400e+0	2.473533e+0	5	1918	2.272727e-1	2.606882e-3	DMR_16,DMR_2,DMR_83,DMR_84,DMR_86	atp1a1b,atp5g3a,maf,srd5a2a,xrcc5
GO Biological Process	GO:0008543	fibroblast growth factor receptor signaling pathway	82	5.381070e-2	1.000000e+0	1.000000e+0	1.812075e+1	5.518535e-2	1	4.598779e-3	8.333333e-2	65	4.049021e-2	1.000000e+0	1.000000e+0	2.423153e+1	4.126854e-2	1	32	4.545455e-2	3.125000e-2	DMR_23	fgf10a
GO Biological Process	GO:0032879	regulation of localization	83	5.447206e-2	1.000000e+0	1.000000e+0	5.216332e+0	3.834111e-1	2	3.195093e-2	1.666667e-1	149	2.727250e-1	1.000000e+0	1.000000e+0	3.164935e+0	3.159622e-1	1	245	4.545455e-2	4.081633e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:1901137	carbohydrate derivative biosynthetic process	84	5.553187e-2	1.000000e+0	1.000000e+0	5.160379e+0	3.875684e-1	2	3.229737e-2	1.666667e-1	73	5.419610e-2	1.000000e+0	1.000000e+0	5.292895e+0	3.778651e-1	2	293	9.090909e-2	6.825939e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0006302	double-strand break repair	85	5.623996e-2	1.000000e+0	1.000000e+0	1.731783e+1	5.774396e-2	1	4.811997e-3	8.333333e-2	68	4.172996e-2	1.000000e+0	1.000000e+0	2.349725e+1	4.255818e-2	1	33	4.545455e-2	3.030303e-2	DMR_86	xrcc5
GO Biological Process	GO:0055086	nucleobase-containing small molecule metabolic process	86	5.664635e-2	1.000000e+0	1.000000e+0	5.103235e+0	3.919083e-1	2	3.265903e-2	1.666667e-1	91	7.851446e-2	1.000000e+0	1.000000e+0	4.284028e+0	4.668503e-1	2	362	9.090909e-2	5.524862e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0007154	cell communication	87	5.706606e-2	1.000000e+0	1.000000e+0	1.978475e+0	3.032639e+0	6	2.527199e-1	5.000000e-1	120	1.668787e-1	1.000000e+0	1.000000e+0	1.682015e+0	2.972624e+0	5	2305	2.272727e-1	2.169197e-3	DMR_12,DMR_14,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0044710	single-organism metabolic process	88	5.883937e-2	1.000000e+0	1.000000e+0	2.576122e+0	1.552722e+0	4	1.293935e-1	3.333333e-1	105	1.092587e-1	1.000000e+0	1.000000e+0	2.153914e+0	1.857084e+0	4	1440	1.818182e-1	2.777778e-3	DMR_2,DMR_23,DMR_83,DMR_84	atp1a1b,atp5g3a,nnt,srd5a2a
GO Biological Process	GO:0007219	Notch signaling pathway	89	6.019885e-2	1.000000e+0	1.000000e+0	1.614814e+1	6.192662e-2	1	5.160552e-3	8.333333e-2	78	6.135921e-2	1.000000e+0	1.000000e+0	1.582468e+1	6.319245e-2	1	49	4.545455e-2	2.040816e-2	DMR_2	jag1a
GO Biological Process	GO:0048915	posterior lateral line system development	90	6.069234e-2	1.000000e+0	1.000000e+0	1.601303e+1	6.244914e-2	1	5.204095e-3	8.333333e-2	69	4.296818e-2	1.000000e+0	1.000000e+0	2.280615e+1	4.384782e-2	1	34	4.545455e-2	2.941176e-2	DMR_23	fgf10a
GO Biological Process	GO:0048881	mechanosensory lateral line system development	91	6.204081e-2	1.000000e+0	1.000000e+0	1.565479e+1	6.387821e-2	1	5.323184e-3	8.333333e-2	71	4.420488e-2	1.000000e+0	1.000000e+0	2.215455e+1	4.513746e-2	1	35	4.545455e-2	2.857143e-2	DMR_23	fgf10a
GO Biological Process	GO:0051716	cellular response to stimulus	92	6.529481e-2	1.000000e+0	1.000000e+0	1.918519e+0	3.127412e+0	6	2.606177e-1	5.000000e-1	130	1.946419e-1	1.000000e+0	1.000000e+0	1.596806e+0	3.131250e+0	5	2428	2.272727e-1	2.059308e-3	DMR_12,DMR_14,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0035118	embryonic pectoral fin morphogenesis	93	7.073587e-2	1.000000e+0	1.000000e+0	1.367270e+1	7.313847e-2	1	6.094872e-3	8.333333e-2	52	3.176900e-2	1.000000e+0	1.000000e+0	3.101636e+1	3.224105e-2	1	25	4.545455e-2	4.000000e-2	DMR_23	fgf10a
GO Biological Process	GO:0048882	lateral line development	94	7.630485e-2	1.000000e+0	1.000000e+0	1.264043e+1	7.911126e-2	1	6.592605e-3	8.333333e-2	77	5.892671e-2	1.000000e+0	1.000000e+0	1.649807e+1	6.061317e-2	1	47	4.545455e-2	2.127660e-2	DMR_23	fgf10a
GO Biological Process	GO:0035138	pectoral fin morphogenesis	95	7.668264e-2	1.000000e+0	1.000000e+0	1.257583e+1	7.951764e-2	1	6.626470e-3	8.333333e-2	59	3.800612e-2	1.000000e+0	1.000000e+0	2.584697e+1	3.868925e-2	1	30	4.545455e-2	3.333333e-2	DMR_23	fgf10a
GO Biological Process	GO:0051649	establishment of localization in cell	96	7.795289e-2	1.000000e+0	1.000000e+0	4.257675e+0	4.697399e-1	2	3.914499e-2	1.666667e-1	166	3.689096e-1	1.000000e+0	1.000000e+0	2.196626e+0	4.552436e-1	1	353	4.545455e-2	2.832861e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0030001	metal ion transport	97	8.020951e-2	1.000000e+0	1.000000e+0	4.188351e+0	4.775149e-1	2	3.979291e-2	1.666667e-1	159	3.382843e-1	1.000000e+0	1.000000e+0	2.446085e+0	4.088165e-1	1	317	4.545455e-2	3.154574e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0035113	embryonic appendage morphogenesis	98	8.511041e-2	1.000000e+0	1.000000e+0	1.128375e+1	8.862301e-2	1	7.385251e-3	8.333333e-2	65	4.049021e-2	1.000000e+0	1.000000e+0	2.423153e+1	4.126854e-2	1	32	4.545455e-2	3.125000e-2	DMR_23	fgf10a
GO Biological Process	GO:0006836	neurotransmitter transport	99	8.853399e-2	1.000000e+0	1.000000e+0	1.082909e+1	9.234384e-2	1	7.695320e-3	8.333333e-2	86	7.463104e-2	1.000000e+0	1.000000e+0	1.292348e+1	7.737851e-2	1	60	4.545455e-2	1.666667e-2	DMR_38	slc6a1l
GO Biological Process	GO:0048732	gland development	100	9.011743e-2	1.000000e+0	1.000000e+0	1.063048e+1	9.406909e-2	1	7.839091e-3	8.333333e-2	74	5.526668e-2	1.000000e+0	1.000000e+0	1.762293e+1	5.674424e-2	1	44	4.545455e-2	2.272727e-2	DMR_2	jag1a
GO Biological Process	GO:0019637	organophosphate metabolic process	101	9.017105e-2	1.000000e+0	1.000000e+0	3.913875e+0	5.110025e-1	2	4.258355e-2	1.666667e-1	108	1.143483e-1	1.000000e+0	1.000000e+0	3.431014e+0	5.829181e-1	2	452	9.090909e-2	4.424779e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0060249	anatomical structure homeostasis	102	9.318285e-2	1.000000e+0	1.000000e+0	1.026516e+1	9.741688e-2	1	8.118073e-3	8.333333e-2	76	5.770821e-2	1.000000e+0	1.000000e+0	1.685672e+1	5.932352e-2	1	46	4.545455e-2	2.173913e-2	DMR_86	xrcc5
GO Biological Process	GO:0048925	lateral line system development	103	9.520182e-2	1.000000e+0	1.000000e+0	1.003739e+1	9.962749e-2	1	8.302291e-3	8.333333e-2	86	7.463104e-2	1.000000e+0	1.000000e+0	1.292348e+1	7.737851e-2	1	60	4.545455e-2	1.666667e-2	DMR_23	fgf10a
GO Biological Process	GO:0051641	cellular localization	104	1.000502e-1	1.000000e+0	1.000000e+0	3.682909e+0	5.430490e-1	2	4.525408e-2	1.666667e-1	169	4.060766e-1	1.000000e+0	1.000000e+0	1.943381e+0	5.145671e-1	1	399	4.545455e-2	2.506266e-3	DMR_14,DMR_82	kcnj13
GO Biological Process	GO:0043066	negative regulation of apoptotic process	105	1.025243e-1	1.000000e+0	1.000000e+0	9.286503e+0	1.076832e-1	1	8.973597e-3	8.333333e-2	98	9.361617e-2	1.000000e+0	1.000000e+0	1.020275e+1	9.801278e-2	1	76	4.545455e-2	1.315789e-2	DMR_86	xrcc5
GO Biological Process	GO:0033339	pectoral fin development	106	1.057292e-1	1.000000e+0	1.000000e+0	8.990549e+0	1.112279e-1	1	9.268993e-3	8.333333e-2	75	5.648820e-2	1.000000e+0	1.000000e+0	1.723131e+1	5.803388e-2	1	45	4.545455e-2	2.222222e-2	DMR_23	fgf10a
GO Biological Process	GO:0043069	negative regulation of programmed cell death	107	1.060596e-1	1.000000e+0	1.000000e+0	8.961050e+0	1.115941e-1	1	9.299506e-3	8.333333e-2	102	9.713424e-2	1.000000e+0	1.000000e+0	9.815305e+0	1.018817e-1	1	79	4.545455e-2	1.265823e-2	DMR_86	xrcc5
GO Biological Process	GO:0034654	nucleobase-containing compound biosynthetic process	108	1.062528e-1	1.000000e+0	1.000000e+0	2.546407e+0	1.178131e+0	3	9.817756e-2	2.500000e-1	101	9.702613e-2	1.000000e+0	1.000000e+0	2.698640e+0	1.111671e+0	3	862	1.363636e-1	3.480278e-3	DMR_16,DMR_83,DMR_84	atp1a1b,atp5g3a,maf
GO Biological Process	GO:0035270	endocrine system development	109	1.078976e-1	1.000000e+0	1.000000e+0	8.800270e+0	1.136329e-1	1	9.469406e-3	8.333333e-2	88	7.702477e-2	1.000000e+0	1.000000e+0	1.250660e+1	7.995779e-2	1	62	4.545455e-2	1.612903e-2	DMR_2	jag1a
GO Biological Process	GO:0033334	fin morphogenesis	110	1.099094e-1	1.000000e+0	1.000000e+0	8.630434e+0	1.158690e-1	1	9.655752e-3	8.333333e-2	79	6.257321e-2	1.000000e+0	1.000000e+0	1.550818e+1	6.448209e-2	1	50	4.545455e-2	2.000000e-2	DMR_23	fgf10a
GO Biological Process	GO:0071363	cellular response to growth factor stimulus	111	1.103754e-1	1.000000e+0	1.000000e+0	8.591982e+0	1.163876e-1	1	9.698965e-3	8.333333e-2	88	7.702477e-2	1.000000e+0	1.000000e+0	1.250660e+1	7.995779e-2	1	62	4.545455e-2	1.612903e-2	DMR_23	fgf10a
GO Biological Process	GO:0060548	negative regulation of cell death	112	1.113023e-1	1.000000e+0	1.000000e+0	8.516443e+0	1.174199e-1	1	9.784993e-3	8.333333e-2	103	1.006393e-1	1.000000e+0	1.000000e+0	9.456208e+0	1.057506e-1	1	82	4.545455e-2	1.219512e-2	DMR_86	xrcc5
GO Biological Process	GO:0001889	liver development	113	1.124425e-1	1.000000e+0	1.000000e+0	8.425233e+0	1.186911e-1	1	9.890923e-3	8.333333e-2	95	8.772362e-2	1.000000e+0	1.000000e+0	1.092125e+1	9.156457e-2	1	71	4.545455e-2	1.408451e-2	DMR_23	fgf10a
GO Biological Process	GO:0070848	response to growth factor stimulus	114	1.149846e-1	1.000000e+0	1.000000e+0	8.228375e+0	1.215307e-1	1	1.012756e-2	8.333333e-2	90	7.821942e-2	1.000000e+0	1.000000e+0	1.230808e+1	8.124744e-2	1	63	4.545455e-2	1.587302e-2	DMR_23	fgf10a
GO Biological Process	GO:0061008	hepaticobiliary system development	115	1.154459e-1	1.000000e+0	1.000000e+0	8.193587e+0	1.220467e-1	1	1.017056e-2	8.333333e-2	96	9.008502e-2	1.000000e+0	1.000000e+0	1.062204e+1	9.414385e-2	1	73	4.545455e-2	1.369863e-2	DMR_23	fgf10a
GO Biological Process	GO:0009314	response to radiation	116	1.155851e-1	1.000000e+0	1.000000e+0	8.183135e+0	1.222026e-1	1	1.018355e-2	8.333333e-2	106	1.110766e-1	1.000000e+0	1.000000e+0	8.520979e+0	1.173574e-1	1	91	4.545455e-2	1.098901e-2	DMR_86	xrcc5
GO Biological Process	GO:0019438	aromatic compound biosynthetic process	117	1.157219e-1	1.000000e+0	1.000000e+0	2.453868e+0	1.222560e+0	3	1.018800e-1	2.500000e-1	104	1.089401e-1	1.000000e+0	1.000000e+0	2.564749e+0	1.169705e+0	3	907	1.363636e-1	3.307607e-3	DMR_16,DMR_83,DMR_84	atp1a1b,atp5g3a,maf
GO Biological Process	GO:0035107	appendage morphogenesis	118	1.186871e-1	1.000000e+0	1.000000e+0	7.956729e+0	1.256798e-1	1	1.047332e-2	8.333333e-2	83	6.862075e-2	1.000000e+0	1.000000e+0	1.409835e+1	7.093030e-2	1	55	4.545455e-2	1.818182e-2	DMR_23	fgf10a
GO Biological Process	GO:0018130	heterocycle biosynthetic process	119	1.193291e-1	1.000000e+0	1.000000e+0	2.421169e+0	1.239071e+0	3	1.032559e-1	2.500000e-1	107	1.119398e-1	1.000000e+0	1.000000e+0	2.534017e+0	1.183891e+0	3	918	1.363636e-1	3.267974e-3	DMR_16,DMR_83,DMR_84	atp1a1b,atp5g3a,maf
GO Biological Process	GO:0044271	cellular nitrogen compound biosynthetic process	120	1.214840e-1	1.000000e+0	1.000000e+0	2.402241e+0	1.248834e+0	3	1.040695e-1	2.500000e-1	109	1.149729e-1	1.000000e+0	1.000000e+0	2.504012e+0	1.198077e+0	3	929	1.363636e-1	3.229279e-3	DMR_16,DMR_83,DMR_84	atp1a1b,atp5g3a,maf
GO Biological Process	GO:0006310	DNA recombination	121	1.217993e-1	1.000000e+0	1.000000e+0	7.741152e+0	1.291797e-1	1	1.076498e-2	8.333333e-2	92	8.060429e-2	1.000000e+0	1.000000e+0	1.192937e+1	8.382672e-2	1	65	4.545455e-2	1.538462e-2	DMR_86	xrcc5
GO Biological Process	GO:1901362	organic cyclic compound biosynthetic process	122	1.253474e-1	1.000000e+0	1.000000e+0	2.369373e+0	1.266158e+0	3	1.055131e-1	2.500000e-1	110	1.202886e-1	1.000000e+0	1.000000e+0	2.453826e+0	1.222580e+0	3	948	1.363636e-1	3.164557e-3	DMR_16,DMR_83,DMR_84	atp1a1b,atp5g3a,maf
GO Biological Process	GO:1901135	carbohydrate derivative metabolic process	123	1.322543e-1	1.000000e+0	1.000000e+0	3.117507e+0	6.415383e-1	2	5.346153e-2	1.666667e-1	115	1.397846e-1	1.000000e+0	1.000000e+0	3.034869e+0	6.590070e-1	2	511	9.090909e-2	3.913894e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0033333	fin development	124	1.374561e-1	1.000000e+0	1.000000e+0	6.804487e+0	1.469619e-1	1	1.224682e-2	8.333333e-2	94	8.417056e-2	1.000000e+0	1.000000e+0	1.140307e+1	8.769564e-2	1	68	4.545455e-2	1.470588e-2	DMR_23	fgf10a
GO Biological Process	GO:0006139	nucleobase-containing compound metabolic process	125	1.399034e-1	1.000000e+0	1.000000e+0	1.922484e+0	2.080642e+0	4	1.733868e-1	3.333333e-1	127	1.915652e-1	1.000000e+0	1.000000e+0	1.741514e+0	2.296852e+0	4	1781	1.818182e-1	2.245929e-3	DMR_16,DMR_83,DMR_84,DMR_86	atp1a1b,atp5g3a,maf,xrcc5
GO Biological Process	GO:0055114	oxidation-reduction process	126	1.433176e-1	1.000000e+0	1.000000e+0	2.968302e+0	6.737858e-1	2	5.614882e-2	1.666667e-1	124	1.858512e-1	1.000000e+0	1.000000e+0	2.534017e+0	7.892608e-1	2	612	9.090909e-2	3.267974e-3	DMR_2,DMR_23	nnt,srd5a2a
GO Biological Process	GO:1901564	organonitrogen compound metabolic process	127	1.458758e-1	1.000000e+0	1.000000e+0	2.936205e+0	6.811514e-1	2	5.676262e-2	1.666667e-1	125	1.896026e-1	1.000000e+0	1.000000e+0	2.501320e+0	7.995779e-1	2	620	9.090909e-2	3.225806e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0048736	appendage development	128	1.491157e-1	1.000000e+0	1.000000e+0	6.234509e+0	1.603975e-1	1	1.336646e-2	8.333333e-2	98	9.361617e-2	1.000000e+0	1.000000e+0	1.020275e+1	9.801278e-2	1	76	4.545455e-2	1.315789e-2	DMR_23	fgf10a
GO Biological Process	GO:0050896	response to stimulus	129	1.493160e-1	1.000000e+0	1.000000e+0	1.569968e+0	3.821735e+0	6	3.184779e-1	5.000000e-1	161	3.423056e-1	1.000000e+0	1.000000e+0	1.292348e+0	3.868925e+0	5	3000	2.272727e-1	1.666667e-3	DMR_12,DMR_14,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0046483	heterocycle metabolic process	130	1.550209e-1	1.000000e+0	1.000000e+0	1.852417e+0	2.159341e+0	4	1.799451e-1	3.333333e-1	134	2.126138e-1	1.000000e+0	1.000000e+0	1.669341e+0	2.396155e+0	4	1858	1.818182e-1	2.152853e-3	DMR_16,DMR_83,DMR_84,DMR_86	atp1a1b,atp5g3a,maf,xrcc5
GO Biological Process	GO:0006725	cellular aromatic compound metabolic process	131	1.552556e-1	1.000000e+0	1.000000e+0	1.851394e+0	2.160534e+0	4	1.800445e-1	3.333333e-1	136	2.154016e-1	1.000000e+0	1.000000e+0	1.660405e+0	2.409051e+0	4	1868	1.818182e-1	2.141328e-3	DMR_16,DMR_83,DMR_84,DMR_86	atp1a1b,atp5g3a,maf,xrcc5
GO Biological Process	GO:0034641	cellular nitrogen compound metabolic process	132	1.596656e-1	1.000000e+0	1.000000e+0	1.832505e+0	2.182805e+0	4	1.819004e-1	3.333333e-1	138	2.198865e-1	1.000000e+0	1.000000e+0	1.646304e+0	2.429685e+0	4	1884	1.818182e-1	2.123142e-3	DMR_16,DMR_83,DMR_84,DMR_86	atp1a1b,atp5g3a,maf,xrcc5
GO Biological Process	GO:0006915	apoptotic process	133	1.646969e-1	1.000000e+0	1.000000e+0	5.598542e+0	1.786179e-1	1	1.488483e-2	8.333333e-2	121	1.691539e-1	1.000000e+0	1.000000e+0	5.422441e+0	1.844188e-1	1	143	4.545455e-2	6.993007e-3	DMR_86	xrcc5
GO Biological Process	GO:0012501	programmed cell death	134	1.660279e-1	1.000000e+0	1.000000e+0	5.549734e+0	1.801888e-1	1	1.501574e-2	8.333333e-2	122	1.702344e-1	1.000000e+0	1.000000e+0	5.384785e+0	1.857084e-1	1	144	4.545455e-2	6.944444e-3	DMR_86	xrcc5
GO Biological Process	GO:0007186	G-protein coupled receptor signaling pathway	135	1.701472e-1	1.000000e+0	1.000000e+0	2.668048e+0	7.496118e-1	2	6.246765e-2	1.666667e-1	190	6.497940e-1	1.000000e+0	1.000000e+0	9.765858e-1	1.023976e+0	1	794	4.545455e-2	1.259446e-3	DMR_14,DMR_82	mtnr1ba
GO Biological Process	GO:0008219	cell death	136	1.770761e-1	1.000000e+0	1.000000e+0	5.172839e+0	1.933174e-1	1	1.610979e-2	8.333333e-2	123	1.788307e-1	1.000000e+0	1.000000e+0	5.101376e+0	1.960256e-1	1	152	4.545455e-2	6.578947e-3	DMR_86	xrcc5
GO Biological Process	GO:0035556	intracellular signal transduction	137	1.854875e-1	1.000000e+0	1.000000e+0	2.525927e+0	7.917887e-1	2	6.598239e-2	1.666667e-1	119	1.622572e-1	1.000000e+0	1.000000e+0	2.764382e+0	7.234891e-1	2	561	9.090909e-2	3.565062e-3	DMR_12,DMR_86	rapgef2,xrcc5
GO Biological Process	GO:0044281	small molecule metabolic process	138	1.931322e-1	1.000000e+0	1.000000e+0	2.461371e+0	8.125554e-1	2	6.771295e-2	1.666667e-1	143	2.402143e-1	1.000000e+0	1.000000e+0	2.136113e+0	9.362800e-1	2	726	9.090909e-2	2.754821e-3	DMR_83,DMR_84	atp1a1b,atp5g3a
GO Biological Process	GO:0006281	DNA repair	139	1.941670e-1	1.000000e+0	1.000000e+0	4.674022e+0	2.139485e-1	1	1.782904e-2	8.333333e-2	128	1.936699e-1	1.000000e+0	1.000000e+0	4.671139e+0	2.140805e-1	1	166	4.545455e-2	6.024096e-3	DMR_86	xrcc5
GO Biological Process	GO:0006807	nitrogen compound metabolic process	140	1.946601e-1	1.000000e+0	1.000000e+0	1.701511e+0	2.350852e+0	4	1.959043e-1	3.333333e-1	147	2.682803e-1	1.000000e+0	1.000000e+0	1.512256e+0	2.645055e+0	4	2051	1.818182e-1	1.950268e-3	DMR_16,DMR_83,DMR_84,DMR_86	atp1a1b,atp5g3a,maf,xrcc5
GO Biological Process	GO:0042981	regulation of apoptotic process	141	2.207871e-1	1.000000e+0	1.000000e+0	4.050294e+0	2.468957e-1	1	2.057464e-2	8.333333e-2	135	2.144256e-1	1.000000e+0	1.000000e+0	4.168866e+0	2.398734e-1	1	186	4.545455e-2	5.376344e-3	DMR_86	xrcc5
GO Biological Process	GO:0043067	regulation of programmed cell death	142	2.238928e-1	1.000000e+0	1.000000e+0	3.987136e+0	2.508066e-1	1	2.090055e-2	8.333333e-2	137	2.174946e-1	1.000000e+0	1.000000e+0	4.102694e+0	2.437423e-1	1	189	4.545455e-2	5.291005e-3	DMR_86	xrcc5
GO Biological Process	GO:0010941	regulation of cell death	143	2.253775e-1	1.000000e+0	1.000000e+0	3.957557e+0	2.526812e-1	1	2.105676e-2	8.333333e-2	139	2.205521e-1	1.000000e+0	1.000000e+0	4.038589e+0	2.476112e-1	1	192	4.545455e-2	5.208333e-3	DMR_86	xrcc5
GO Biological Process	GO:0006974	cellular response to DNA damage stimulus	144	2.310238e-1	1.000000e+0	1.000000e+0	3.848511e+0	2.598408e-1	1	2.165340e-2	8.333333e-2	140	2.225842e-1	1.000000e+0	1.000000e+0	3.996954e+0	2.501905e-1	1	194	4.545455e-2	5.154639e-3	DMR_86	xrcc5
GO Biological Process	GO:0050794	regulation of cellular process	145	2.316483e-1	1.000000e+0	1.000000e+0	1.334537e+0	5.245263e+0	7	4.371053e-1	5.833333e-1	151	2.822804e-1	1.000000e+0	1.000000e+0	1.297291e+0	5.395861e+0	7	4184	3.181818e-1	1.673040e-3	DMR_12,DMR_14,DMR_16,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,kcnj13,maf,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0009628	response to abiotic stimulus	146	2.380119e-1	1.000000e+0	1.000000e+0	3.720670e+0	2.687688e-1	1	2.239740e-2	8.333333e-2	131	2.051495e-1	1.000000e+0	1.000000e+0	4.380842e+0	2.282666e-1	1	177	4.545455e-2	5.649718e-3	DMR_86	xrcc5
GO Biological Process	GO:0044699	single-organism process	147	2.487698e-1	1.000000e+0	1.000000e+0	1.228142e+0	7.328142e+0	9	6.106785e-1	7.500000e-1	154	3.089714e-1	1.000000e+0	1.000000e+0	1.191654e+0	8.391699e+0	10	6507	4.545455e-1	1.536807e-3	DMR_12,DMR_14,DMR_2,DMR_23,DMR_38,DMR_82,DMR_83,DMR_84,DMR_86	atp1a1b,atp5g3a,fgf10a,jag1a,kcnj13,mtnr1ba,nnt,rapgef2,slc6a1l,xrcc5
GO Biological Process	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	148	2.548544e-1	1.000000e+0	1.000000e+0	3.441167e+0	2.905991e-1	1	2.421659e-2	8.333333e-2	113	1.338583e-1	1.000000e+0	1.000000e+0	6.985667e+0	1.431502e-1	1	111	4.545455e-2	9.009009e-3	DMR_23	fgf10a
GO Biological Process	GO:0071495	cellular response to endogenous stimulus	149	2.590233e-1	1.000000e+0	1.000000e+0	3.377552e+0	2.960724e-1	1	2.467270e-2	8.333333e-2	133	2.082530e-1	1.000000e+0	1.000000e+0	4.307828e+0	2.321355e-1	1	180	4.545455e-2	5.555556e-3	DMR_23	fgf10a
GO Biological Process	GO:0050789	regulation of biological process	150	2.592240e-1	1.000000e+0	1.000000e+0	1.298118e+0	5.392422e+0	7	4.493685e-1	5.833333e-1	157	3.174161e-1	1.000000e+0	1.000000e+0	1.251236e+0	5.594466e+0	7	4338	3.181818e-1	1.613647e-3	DMR_12,DMR_14,DMR_16,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,kcnj13,maf,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0051276	chromosome organization	151	2.624040e-1	1.000000e+0	1.000000e+0	3.327437e+0	3.005316e-1	1	2.504430e-2	8.333333e-2	156	3.152892e-1	1.000000e+0	1.000000e+0	2.664636e+0	3.752858e-1	1	291	4.545455e-2	3.436426e-3	DMR_86	xrcc5
GO Biological Process	GO:0033554	cellular response to stress	152	2.750142e-1	1.000000e+0	1.000000e+0	3.151274e+0	3.173319e-1	1	2.644433e-2	8.333333e-2	148	2.689067e-1	1.000000e+0	1.000000e+0	3.217465e+0	3.108037e-1	1	241	4.545455e-2	4.149378e-3	DMR_86	xrcc5
GO Biological Process	GO:0009719	response to endogenous stimulus	153	2.795619e-1	1.000000e+0	1.000000e+0	3.091606e+0	3.234565e-1	1	2.695471e-2	8.333333e-2	141	2.256228e-1	1.000000e+0	1.000000e+0	3.936087e+0	2.540594e-1	1	197	4.545455e-2	5.076142e-3	DMR_23	fgf10a
GO Biological Process	GO:0042592	homeostatic process	154	2.925896e-1	1.000000e+0	1.000000e+0	2.930836e+0	3.411996e-1	1	2.843330e-2	8.333333e-2	150	2.774711e-1	1.000000e+0	1.000000e+0	3.101636e+0	3.224105e-1	1	250	4.545455e-2	4.000000e-3	DMR_86	xrcc5
GO Biological Process	GO:0065007	biological regulation	155	2.927941e-1	1.000000e+0	1.000000e+0	1.258581e+0	5.561818e+0	7	4.634849e-1	5.833333e-1	165	3.615604e-1	1.000000e+0	1.000000e+0	1.199528e+0	5.835629e+0	7	4525	3.181818e-1	1.546961e-3	DMR_12,DMR_14,DMR_16,DMR_2,DMR_23,DMR_82,DMR_86	fgf10a,jag1a,kcnj13,maf,mtnr1ba,rapgef2,xrcc5
GO Biological Process	GO:0051056	regulation of small GTPase mediated signal transduction	156	3.035058e-1	1.000000e+0	1.000000e+0	2.806630e+0	3.562992e-1	1	2.969160e-2	8.333333e-2	142	2.296566e-1	1.000000e+0	1.000000e+0	3.857757e+0	2.592180e-1	1	201	4.545455e-2	4.975124e-3	DMR_12	rapgef2
